Release_No	PGS_integ
ABBM013238	0.4181209470358185
ABBM067896	0.4827348783088353
ABBM013890	0.9071969509811306
ABBM013234	0.3505401483384298
ABBM081200	0.6658991960753796
ABBM069877	0.6573412958588936
ABBM071189	0.4806685469294746
ABBM075442	0.5665782019067442
ABBM015958	0.8985562165228613
ABBM005123	0.3486203175591833
ABBM012685	0.6338372924587694
ABBM082666	0.6898917251842296
ABBM077730	0.3624007241221244
ABBM103079	1.2409871468619094
ABBM071453	0.3994841722727726
ABBM067644	0.8296804117232182
ABBM082155	0.3869785479063033
ABBM074732	0.4389775108401004
ABBM075229	0.6157190183925052
ABBM077920	0.3723172645550417
ABBM071055	0.4588782840834248
ABBM075899	0.5983928605294137
ABBM000546	0.6409106784361375
ABBM012425	0.7955953417512222
ABBM013154	0.3438992586934934
ABBM012966	0.8116935793372948
ABBM067151	0.0310273825940521
ABBM022174	0.7550464938753889
ABBM073053	0.2937701144066156
ABBM071046	0.7592392717097236
ABBM013434	0.7835803300961485
ABBM012814	0.8322830028598709
ABBM072412	0.6213535997561519
ABBM076270	0.8118024531353324
ABBM072053	0.2064452525271642
ABBM070044	0.6339718484737442
ABBM000740	-0.0544940132779501
ABBM079141	0.6690133013980384
ABBM076062	0.5707069240190501
ABBM076054	0.4876554608254091
ABBM091146	0.5037405561629628
ABBM070743	0.6268192312343117
ABBM015121	1.062899498172464
ABBM086291	0.2271673814377779
ABBM021709	0.6251200663409502
ABBM095646	0.5837937168165644
ABBM016567	0.4211124330639829
ABBM029028	0.6208639951500513
ABBM067688	0.4401628870976585
ABBM071471	0.552687819729749
ABBM067104	0.4979420795893898
ABBM012728	0.0221908384867296
ABBM029278	0.5964218862381492
ABBM073993	0.5710083623493448
ABBM014074	0.6197230154166309
ABBM016717	0.7415441829990792
ABBM010228	0.6070810042223523
ABBM067436	0.7441263470367481
ABBM076877	0.3632403901601787
ABBM019561	0.3686138584347152
ABBM014755	0.7694847873377695
ABBM080293	0.5245657430361725
ABBM051215	0.7503445715361603
ABBM000405	0.3861794187839066
ABBM092651	0.724151108221768
ABBM083670	0.6990158946725
ABBM095781	0.1316026478299114
ABBM004576	0.3353030190591134
ABBM085224	0.5668240048747193
ABBM066754	0.5799019941627483
ABBM056017	0.2149049614482926
ABBM069893	0.3731636416783219
ABBM080250	0.4078622357932088
ABBM056340	0.5597951417808227
ABBM038840	0.137009793345932
ABBM073081	0.6610036451600128
ABBM008376	0.8438676647857646
ABBM009209	0.4183490620500331
ABBM071227	0.8296141566870887
ABBM077591	0.3799450635120597
ABBM072201	0.7283390583027933
ABBM069443	0.5334172256376426
ABBM009269	0.5879419097415715
ABBM020430	0.8472574606461166
ABBM008407	0.4703645836808622
ABBM038889	0.8500653084034876
ABBM055799	0.8217048195686586
ABBM016725	0.6426892496578376
ABBM071165	0.8495029901863188
ABBM011951	0.8229874419256933
ABBM053465	0.6517295634881508
ABBM070380	0.5026391097116365
ABBM014130	0.5994861684695039
ABBM070204	0.7158785942201609
ABBM018853	0.6820035629900192
ABBM068421	0.8400219842638006
ABBM070192	0.3117269263144616
ABBM000966	0.4972039990191379
ABBM076628	0.4845080771085701
ABBM014036	0.2151245505459624
ABBM039934	0.8135661169651308
ABBM012431	0.6080320835115449
ABBM077279	0.3449537349031869
ABBM038891	0.8686410668373463
ABBM090901	0.4544143774912383
ABBM054503	0.748792480590837
ABBM008360	0.4520599616437474
ABBM071808	0.7481045100278256
ABBM000337	0.5938860214325918
ABBM053376	0.6260894453002936
ABBM024978	0.6805704307496867
ABBM071304	0.6334474644149828
ABBM071220	0.5424493868490938
ABBM063991	0.150062447149043
ABBM074191	0.777275011789464
ABBM078894	0.6256141430620729
ABBM070241	0.7526920043864989
ABBM060812	0.5397991028889708
ABBM088030	0.7651852812597275
ABBM082545	0.6174582239949504
ABBM042375	0.6821051938860307
ABBM071442	0.4258616092173907
ABBM055269	1.1204657604393078
ABBM070582	0.5874070701562204
ABBM080601	1.0551875037658145
ABBM070106	0.3132645565854411
ABBM041179	0.9843605337182916
ABBM020920	0.7028231766428636
ABBM015528	0.6408285743515848
ABBM014541	0.6254980783580002
ABBM060748	0.2439952061792026
ABBM077541	0.5145352653811316
ABBM100035	0.5189023096354326
ABBM017140	0.1969917973758834
ABBM077314	0.771467451489754
ABBM101316	0.7053357352495755
ABBM085095	0.5571145475746826
ABBM024492	0.8249486839122082
ABBM009403	0.6734919576411518
ABBM016555	0.8815885342576443
ABBM065597	0.5894037585639709
ABBM036841	0.4345344670627279
ABBM101052	0.2907695564933528
ABBM068607	0.3723262921483205
ABBM069857	0.5620481879347986
ABBM011105	0.543599051467299
ABBM054551	0.4628882594931825
ABBM071768	0.5016150875759593
ABBM000776	0.7087291558429568
ABBM030011	0.180135663235041
ABBM067775	0.6731817872970176
ABBM070863	0.2902481467236886
ABBM091687	0.6994972906673501
ABBM071355	0.1413410857187214
ABBM072373	0.3393278584828308
ABBM074449	0.9369244957073276
ABBM022567	0.2982651789028441
ABBM021875	0.2831884285333925
ABBM050528	0.413764399316176
ABBM013207	0.7742694040854786
ABBM074911	0.8108856576257202
ABBM051016	0.2576775455798248
ABBM009836	0.8778677400160219
ABBM011116	0.9291182686887052
ABBM083564	0.2509006166705346
ABBM072191	0.5701593652484814
ABBM013197	0.3444912622891665
ABBM057623	0.784055956081603
ABBM087692	0.5708761753779851
ABBM015418	0.5177934681608789
ABBM039388	0.7388471139136836
ABBM024585	0.2867533997958719
ABBM055368	0.6190518503664225
ABBM070840	0.6375640797208296
ABBM054576	0.6814179102253809
ABBM084393	0.4811859192495972
ABBM066583	0.6454830282518069
ABBM071648	0.9494190931903336
ABBM069173	0.6583951357660516
ABBM020128	0.8600467687800591
ABBM069574	0.6059348113098981
ABBM074103	0.3770995001504981
ABBM071339	0.5933837272831135
ABBM039373	0.7585533276072995
ABBM061997	0.6827351602938243
ABBM056837	0.4864429790220586
ABBM098137	0.6703491696407358
ABBM073227	0.4502750469282252
ABBM097744	0.5122663496712943
ABBM052282	0.3102615521527706
ABBM021644	0.6474130408636684
ABBM071799	0.6425765586412281
ABBM083055	0.684785490608039
ABBM019763	0.4167661794660406
ABBM058030	0.3915827366705229
ABBM070723	0.5625530516456678
ABBM021499	0.615813986399858
ABBM073896	0.6509439912700369
ABBM078293	0.3354106424894135
ABBM075598	0.3234801152244975
ABBM058721	0.2791411241232469
ABBM061481	0.7799828717058016
ABBM012698	0.4726599225251726
ABBM071283	0.4460212132768255
ABBM020042	0.5052815950267096
ABBM022379	0.6874930947434021
ABBM044096	0.5567961972397356
ABBM068350	0.476660812544348
ABBM013656	0.4123328054592755
ABBM076078	0.8909562500557453
ABBM071167	0.7580813259514181
ABBM067204	0.5883578106578591
ABBM016639	0.7598380167446804
ABBM073965	0.7105237034649974
ABBM008685	0.3953674940969695
ABBM089858	0.369965208014665
ABBM017475	0.6242514894941916
ABBM069617	-0.0529861738357192
ABBM018205	0.7817661172049146
ABBM076229	0.5395138522536742
ABBM070173	0.7339194723333067
ABBM095070	0.370929697986147
ABBM017284	0.6829089335751005
ABBM072455	0.6825785450775915
ABBM012311	0.2759967152922307
ABBM077076	0.6394083123678552
ABBM068913	0.0377275915162059
ABBM078296	0.6872055785318949
